LIMIT_BAL,EDUCATION,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_2,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,default payment next month
-0.5181953603650727,0.18430622019134008,-0.2701010966605804,-0.8729491853539686,-0.7252744739239859,-0.6980459246499537,-0.6674044000420462,-0.6486158138895789,0.2505705487512005,-0.5975596742623549,-0.6955917703114349,-0.5730726249669909,-0.43367145561593845,-0.5023752695843564,-0.6088745394970979,-0.3319369918956653,0.0626306763343225,0.5512894299166459,0.2958808077237136,-0.30852283924398793,-0.03204573365758497,0.8081585639583622,1.092420840944816,-1.0643141435251646,-0.10586571848199625,0.0
1.4859322737576077,1.446677591364903,0.8127396817331278,-1.7606941196122419,-1.5602429285781645,-1.537211532323711,-1.5235083872686155,-1.5312864610516277,-1.484983035672699,-0.6334183214550254,-0.6784320775577305,-0.6595971289249252,-0.42813048174529117,-0.6094758026004529,-0.5820192795444646,-0.2848170039163685,-0.20137450874271234,0.5671317835396028,-0.10339842496050676,-0.03520364364296671,-0.09362124009942648,0.8081585639583622,1.092420840944816,-1.0643141435251646,-0.10586571848199625,0.0
0.40678662461462595,0.18430622019134008,0.27131929253627374,-0.8729491853539686,-0.7252744739239859,-0.6980459246499537,-0.6674044000420462,-0.6486158138895789,-0.6172062434607491,-0.392135402844769,-0.6117391057212291,-0.607376349546342,-0.646070251198383,-0.5216217004481976,-0.5839085943150016,-0.005609124834075655,-0.05127329214533409,-0.19878297362287267,0.22559294279957895,-0.041926181834137294,0.31312077966198426,0.8081585639583622,-0.9153981346008715,0.9395722175483392,-0.10586571848199625,1.0
-0.20986803203850654,0.18430622019134008,-1.2446577972149178,-0.8729491853539686,-0.7252744739239859,-0.6980459246499537,-0.6674044000420462,-0.6486158138895789,0.2505705487512005,-0.4711824662991286,-0.6690837815053837,-0.6126027587625563,-0.5717899845775091,0.14374077322001896,-0.25246880314079434,-0.24636006962767532,-0.06733350462077374,0.06247881657440463,2.6977508585911103,-0.0844382328716351,-0.18097253993552723,-1.2373809356198588,-0.9153981346008715,0.9395722175483392,-0.10586571848199625,1.0
1.4859322737576077,-1.0780651509822228,0.37960337037564457,0.014795748904304552,0.10969398073019271,-1.537211532323711,-1.5235083872686155,-1.5312864610516277,-1.484983035672699,-0.5198886455216959,-0.6896979728003023,-0.6750597926557691,-0.6713714304781555,-0.662168473217396,-0.6538975852342701,-0.3319369918956653,-0.24547832300218891,-0.28824567643486526,-0.29935804837465174,-0.30852283924398793,-0.2955316216877905,-1.2373809356198588,1.092420840944816,-1.0643141435251646,-0.10586571848199625,0.0
0.2526229604513428,-1.0780651509822228,-0.2701010966605804,-0.8729491853539686,-0.7252744739239859,-0.6980459246499537,-1.5235083872686155,-1.5312864610516277,-1.484983035672699,-0.68231523816266,-0.6291807983558491,-0.6750597926557691,-0.6713714304781555,-0.662168473217396,-0.6538975852342701,-0.04078814691551339,-0.24547832300218891,-0.28824567643486526,-0.29935804837465174,-0.30852283924398793,-0.2955316216877905,0.8081585639583622,-0.9153981346008715,0.9395722175483392,-0.10586571848199625,0.0
1.1776049454310415,-1.0780651509822228,-0.7032374080180637,-1.7606941196122419,-1.5602429285781645,-1.537211532323711,-1.5235083872686155,-1.5312864610516277,-1.484983035672699,-0.5690307961387029,-0.3208985285390907,-0.4847001089105055,-0.3991769422240217,0.4330474486386154,-0.41211590125117187,1.337691004528511,0.3009807014826422,0.6744650997809518,3.79469541720206,0.6137453764113672,2.721782753044196,-1.2373809356198588,-0.9153981346008715,0.9395722175483392,-0.10586571848199625,0.0
2.4109142587373067,0.18430622019134008,1.1375919152512404,-0.8729491853539686,-0.7252744739239859,-0.6980459246499537,-1.5235083872686155,-0.6486158138895789,0.2505705487512005,-0.6803124945694524,-0.6711282806420206,-0.6750597926557691,-0.6713714304781555,-0.5893552836168314,-0.6205309368760361,-0.25484752087860457,-0.24547832300218891,-0.28824567643486526,-0.02857190209188175,-0.30852283924398793,-0.2955316216877905,0.8081585639583622,1.092420840944816,-1.0643141435251646,-0.10586571848199625,0.0
0.4838684566962675,-1.0780651509822228,-1.0280896415361762,-1.7606941196122419,-1.5602429285781645,-1.537211532323711,-1.5235083872686155,-1.5312864610516277,-1.484983035672699,-0.6881736037754445,-0.6844668750093209,-0.6690537533354787,-0.6648783456043829,-0.6528338717872897,-0.6468801303722755,-0.31022082352259805,-0.2264943282555795,-0.265441458071024,-0.264643448420847,-0.2818887831723026,-0.2955316216877905,-1.2373809356198588,-0.9153981346008715,0.9395722175483392,-0.10586571848199625,0.0
0.8692776171044753,-1.0780651509822228,-0.5949533301786929,-0.8729491853539686,-0.7252744739239859,-0.6980459246499537,-0.6674044000420462,-0.6486158138895789,-0.6172062434607491,-0.4497926197594277,-0.684339975062909,-0.6011681839027726,-0.6654402471799978,-0.6559014263208581,-0.6474874101199481,-0.3096940162035749,-0.034718919286034766,-0.26741490004481794,-0.27605142649753905,-0.2841936534092754,-0.2737653961548605,-1.2373809356198588,-0.9153981346008715,0.9395722175483392,-0.10586571848199625,0.0
-0.2869498641201481,0.18430622019134008,1.1375919152512404,0.014795748904304552,0.10969398073019271,0.1411196830238035,-1.5235083872686155,-1.5312864610516277,-1.484983035672699,1.0167606547116304,1.0713912835166166,-0.6750597926557691,-0.6713714304781555,-0.662168473217396,-0.6538975852342701,-0.18571869379344988,-0.24547832300218891,-0.28824567643486526,-0.29935804837465174,-0.30852283924398793,-0.2955316216877905,0.8081585639583622,1.092420840944816,-1.0643141435251646,-0.10586571848199625,0.0
0.40678662461462595,-1.0780651509822228,-0.2701010966605804,-0.8729491853539686,-0.7252744739239859,-0.6980459246499537,-0.6674044000420462,-0.6486158138895789,-0.6172062434607491,-0.6478190015776139,-0.6681108819162254,-0.661459578617996,-0.6618815372011032,-0.6335049797800729,-0.649224904953567,-0.24232121351516417,-0.20668673286920392,-0.2549164342107896,-0.19276091989459418,-0.2907881432539475,-0.26735008757673373,0.8081585639583622,-0.9153981346008715,-1.0643141435251646,-0.10586571848199625,0.0
-0.6723590245283559,-1.0780651509822228,-1.3529418750542885,0.014795748904304552,0.10969398073019271,0.1411196830238035,-1.5235083872686155,-1.5312864610516277,-1.484983035672699,-0.5744123180388188,-0.6223423012436496,-0.6750597926557691,-0.6713714304781555,-0.662168473217396,-0.6538975852342701,-0.23828235740265302,-0.24547832300218891,-0.28824567643486526,-0.29935804837465174,-0.30852283924398793,-0.2955316216877905,0.8081585639583622,-0.9153981346008715,0.9395722175483392,-0.10586571848199625,0.0
1.4859322737576077,0.18430622019134008,0.27131929253627374,-0.8729491853539686,-0.7252744739239859,-0.6980459246499537,-1.5235083872686155,-1.5312864610516277,-1.484983035672699,-0.6914433892337426,-0.6861447743007678,-0.6750597926557691,-0.6713714304781555,-0.662168473217396,-0.6538975852342701,-0.3171863869630159,-0.24547832300218891,-0.28824567643486526,-0.29935804837465174,-0.30852283924398793,-0.2955316216877905,-1.2373809356198588,-0.9153981346008715,-1.0643141435251646,-0.10586571848199625,0.0
-1.0577681849365637,0.18430622019134008,-1.4612259528936595,0.014795748904304552,-0.7252744739239859,-0.6980459246499537,-0.6674044000420462,-0.6486158138895789,-0.6172062434607491,-0.6513612691574369,-0.655702887155946,-0.6568684235606586,-0.6529691538767665,-0.6638341883135811,-0.6388842803612528,-0.19063556210433302,-0.19359148269692236,-0.2235058161279025,-0.2931633936125771,-0.24507488355398746,-0.2623667675205103,0.8081585639583622,1.092420840944816,-1.0643141435251646,-0.10586571848199625,0.0
2.2567505945740236,2.709048962538466,-0.8115214858574346,-0.8729491853539686,-0.7252744739239859,0.1411196830238035,-0.6674044000420462,-0.6486158138895789,-0.6172062434607491,-0.6753396958516239,0.08611189958616293,0.052508345581531723,-0.6102334173758307,-0.6342141456131023,-0.2788854721645529,2.891596993207259,-0.19346794260095745,-0.07259232296527042,-0.19496891565137325,1.115246725472693,-0.26614721721833495,-1.2373809356198588,-0.9153981346008715,0.9395722175483392,-0.10586571848199625,0.0
0.40678662461462595,1.446677591364903,3.194989394199286,-0.8729491853539686,-0.7252744739239859,-0.6980459246499537,-0.6674044000420462,-0.6486158138895789,-0.6172062434607491,-0.6775876733542039,-0.6681954818805,-0.630779690263147,-0.6437289946333209,-0.6238075493191144,-0.6473187213011502,-0.24267241839451298,-0.10258361200276435,-0.1911632948907238,-0.15626765669227297,-0.28355341167678294,-0.1602946256792437,-1.2373809356198588,1.092420840944816,-1.0643141435251646,-0.10586571848199625,0.0
0.9463594491861168,0.18430622019134008,0.27131929253627374,-1.7606941196122419,-1.5602429285781645,-1.537211532323711,-0.6674044000420462,0.23405483327246993,0.2505705487512005,-0.6938412319031613,-0.687864973574352,-0.6750597926557691,-0.2849704469802866,-0.24743839872466744,-0.2206203541517418,-0.32432755284310805,-0.24547832300218891,1.0688245875441102,-0.2442194876706404,-0.24821206804320042,-0.24243348729561648,0.8081585639583622,-0.9153981346008715,0.9395722175483392,-0.10586571848199625,0.0
